Domain,NLP Task,Value
Veterenary,document AI,0
Veterenary,dialogue management,0
Veterenary,question answering,0
Veterenary,text-to-image generation,0
Veterenary,text-to-scene generation,0
Veterenary,text-to-video,0
Veterenary,information retrieval,0
Veterenary,information extraction,0
Veterenary,multimodal systems,0
Veterenary,automated writing assistance,0
Veterenary,text simplification,0
Veterenary,author profiling,0
Veterenary,spam detection,0
Veterenary,virtual agents,0
Agricultural biotechnology,temporal processing,0
Agricultural biotechnology,automatic summarization,0
Agricultural biotechnology,grammatical error correction,0
Agricultural biotechnology,machine translation,0
Agricultural biotechnology,natural-language understanding,0
Agricultural biotechnology,natural-language generation,0
Agricultural biotechnology,book generation,0
Agricultural biotechnology,document AI,0
Agricultural biotechnology,dialogue management,0
Agricultural biotechnology,question answering,0
Agricultural biotechnology,text-to-image generation,0
Agricultural biotechnology,text-to-scene generation,0
Agricultural biotechnology,text-to-video,0
Agricultural biotechnology,information retrieval,0
Agricultural biotechnology,information extraction,0
Agricultural biotechnology,multimodal systems,0
Agricultural biotechnology,automated writing assistance,0
Agricultural biotechnology,text simplification,0
Agricultural biotechnology,author profiling,0
Agricultural biotechnology,spam detection,0
Agricultural biotechnology,virtual agents,0
Psychology,temporal processing,0
Psychology,automatic summarization,1
Psychology,grammatical error correction,0
Psychology,machine translation,10
Psychology,natural-language understanding,0
Psychology,natural-language generation,0
Psychology,book generation,0
Psychology,document AI,0
Psychology,dialogue management,0
Psychology,question answering,0
Psychology,text-to-image generation,0
Psychology,text-to-scene generation,0
Psychology,text-to-video,0
Psychology,information retrieval,1
Psychology,information extraction,0
Psychology,multimodal systems,0
Psychology,automated writing assistance,0
Psychology,text simplification,0
Psychology,author profiling,1
Psychology,spam detection,1
Psychology,virtual agents,0
Cognitive sciences,temporal processing,0
Cognitive sciences,automatic summarization,0
Cognitive sciences,grammatical error correction,0
Cognitive sciences,machine translation,0
Cognitive sciences,natural-language understanding,0
Cognitive sciences,natural-language generation,0
Cognitive sciences,book generation,0
Cognitive sciences,document AI,0
Cognitive sciences,dialogue management,0
Cognitive sciences,question answering,0
Cognitive sciences,text-to-image generation,0
Cognitive sciences,text-to-scene generation,0
Cognitive sciences,text-to-video,0
Cognitive sciences,information retrieval,0
Cognitive sciences,information extraction,0
Cognitive sciences,multimodal systems,0
Cognitive sciences,automated writing assistance,0
Cognitive sciences,text simplification,0
Cognitive sciences,author profiling,0
Cognitive sciences,spam detection,0
Cognitive sciences,virtual agents,0
Economics,temporal processing,0
Economics,automatic summarization,0
Economics,grammatical error correction,0
Economics,machine translation,6
Economics,natural-language understanding,1
Economics,natural-language generation,0
Economics,book generation,0
Economics,document AI,0
Economics,dialogue management,0
Economics,question answering,1
Economics,text-to-image generation,0
Economics,text-to-scene generation,0
Economics,text-to-video,0
Economics,information retrieval,0
Economics,information extraction,0
Economics,multimodal systems,0
Economics,automated writing assistance,0
Economics,text simplification,0
Economics,author profiling,0
Economics,spam detection,0
Economics,virtual agents,0
Business,temporal processing,0
Business,automatic summarization,0
Business,grammatical error correction,1
Business,machine translation,68
Business,natural-language understanding,3
Business,natural-language generation,0
Business,book generation,0
Business,document AI,0
Business,dialogue management,0
Business,question answering,13
Business,text-to-image generation,0
Business,text-to-scene generation,0
Business,text-to-video,0
Business,information retrieval,3
Business,information extraction,9
Business,multimodal systems,0
Business,automated writing assistance,0
Business,text simplification,2
Business,author profiling,1
Business,spam detection,0
Business,virtual agents,1
Finance,temporal processing,0
Finance,automatic summarization,1
Finance,grammatical error correction,0
Finance,machine translation,29
Finance,natural-language understanding,1
Finance,natural-language generation,0
Finance,book generation,0
Finance,document AI,0
Finance,dialogue management,0
Finance,question answering,4
Finance,text-to-image generation,0
Finance,text-to-scene generation,0
Finance,text-to-video,0
Finance,information retrieval,3
Finance,information extraction,2
Finance,multimodal systems,0
Finance,automated writing assistance,0
Finance,text simplification,0
Finance,author profiling,0
Finance,spam detection,0
Finance,virtual agents,0
Tourism,temporal processing,0
Tourism,automatic summarization,0
Tourism,grammatical error correction,0
Tourism,machine translation,11
Tourism,natural-language understanding,0
Tourism,natural-language generation,0
Tourism,book generation,0
Tourism,document AI,0
Tourism,dialogue management,0
Tourism,question answering,0
Tourism,text-to-image generation,0
Tourism,text-to-scene generation,0
Tourism,text-to-video,0
Tourism,information retrieval,0
Tourism,information extraction,0
Tourism,multimodal systems,0
Tourism,automated writing assistance,0
Tourism,text simplification,0
Tourism,author profiling,0
Tourism,spam detection,0
Tourism,virtual agents,0
Sociology,temporal processing,0
Sociology,automatic summarization,0
Sociology,grammatical error correction,0
Sociology,machine translation,4
Sociology,natural-language understanding,0
Sociology,natural-language generation,0
Sociology,book generation,0
Sociology,document AI,0
Sociology,dialogue management,0
Sociology,question answering,1
Sociology,text-to-image generation,0
Sociology,text-to-scene generation,0
Sociology,text-to-video,0
Sociology,information retrieval,0
Sociology,information extraction,2
Sociology,multimodal systems,0
Sociology,automated writing assistance,0
Sociology,text simplification,1
Sociology,author profiling,1
Sociology,spam detection,0
Sociology,virtual agents,0
Political Science,temporal processing,0
Political Science,automatic summarization,0
Political Science,grammatical error correction,0
Political Science,machine translation,2
Political Science,natural-language understanding,0
Political Science,natural-language generation,0
Political Science,book generation,0
Political Science,document AI,0
Political Science,dialogue management,0
Political Science,question answering,0
Political Science,text-to-image generation,0
Political Science,text-to-scene generation,0
Political Science,text-to-video,0
Political Science,information retrieval,1
Political Science,information extraction,0
Political Science,multimodal systems,0
Political Science,automated writing assistance,0
Political Science,text simplification,0
Political Science,author profiling,0
Political Science,spam detection,0
Political Science,virtual agents,0
Geography,temporal processing,0
Geography,automatic summarization,0
Geography,grammatical error correction,0
Geography,machine translation,4
Geography,natural-language understanding,0
Geography,natural-language generation,0
Geography,book generation,0
Geography,document AI,0
Geography,dialogue management,0
Geography,question answering,2
Geography,text-to-image generation,0
Geography,text-to-scene generation,0
Geography,text-to-video,0
Geography,information retrieval,1
Geography,information extraction,0
Geography,multimodal systems,0
Geography,automated writing assistance,0
Geography,text simplification,1
Geography,author profiling,0
Geography,spam detection,0
Geography,virtual agents,0
Archeology,temporal processing,0
Archeology,automatic summarization,0
Archeology,grammatical error correction,0
Archeology,machine translation,0
Archeology,natural-language understanding,0
Archeology,natural-language generation,0
Archeology,book generation,0
Archeology,document AI,0
Archeology,dialogue management,0
Archeology,question answering,0
Archeology,text-to-image generation,0
Archeology,text-to-scene generation,0
Archeology,text-to-video,0
Archeology,information retrieval,0
Archeology,information extraction,0
Archeology,multimodal systems,0
Archeology,automated writing assistance,0
Archeology,text simplification,0
Archeology,author profiling,0
Archeology,spam detection,0
Archeology,virtual agents,0
Anthropology,temporal processing,0
Anthropology,automatic summarization,0
Anthropology,grammatical error correction,0
Anthropology,machine translation,1
Anthropology,natural-language understanding,0
Anthropology,natural-language generation,0
Anthropology,book generation,0
Anthropology,document AI,0
Anthropology,dialogue management,0
Anthropology,question answering,0
Anthropology,text-to-image generation,0
Anthropology,text-to-scene generation,0
Anthropology,text-to-video,0
Anthropology,information retrieval,0
Anthropology,information extraction,0
Anthropology,multimodal systems,0
Anthropology,automated writing assistance,0
Anthropology,text simplification,0
Anthropology,author profiling,0
Anthropology,spam detection,0
Anthropology,virtual agents,0
Philology,temporal processing,0
Philology,automatic summarization,0
Philology,grammatical error correction,0
Philology,machine translation,2
Philology,natural-language understanding,0
Philology,natural-language generation,0
Philology,book generation,0
Philology,document AI,0
Philology,dialogue management,0
Philology,question answering,0
Philology,text-to-image generation,0
Philology,text-to-scene generation,0
Philology,text-to-video,0
Philology,information retrieval,0
Philology,information extraction,0
Philology,multimodal systems,0
Philology,automated writing assistance,0
Philology,text simplification,0
Philology,author profiling,0
Philology,spam detection,0
Philology,virtual agents,0
Linguistics,temporal processing,0
Linguistics,automatic summarization,5
Linguistics,grammatical error correction,3
Linguistics,machine translation,123
Linguistics,natural-language understanding,5
Linguistics,natural-language generation,2
Linguistics,book generation,0
Linguistics,document AI,0
Linguistics,dialogue management,0
Linguistics,question answering,25
Linguistics,text-to-image generation,0
Linguistics,text-to-scene generation,1
Linguistics,text-to-video,0
Linguistics,information retrieval,12
Linguistics,information extraction,12
Linguistics,multimodal systems,0
Linguistics,automated writing assistance,0
Linguistics,text simplification,0
Linguistics,author profiling,3
Linguistics,spam detection,1
Linguistics,virtual agents,3
Religion,temporal processing,0
Religion,automatic summarization,0
Religion,grammatical error correction,0
Religion,machine translation,21
Religion,natural-language understanding,1
Religion,natural-language generation,0
Religion,book generation,0
Religion,document AI,0
Religion,dialogue management,0
Religion,question answering,4
Religion,text-to-image generation,0
Religion,text-to-scene generation,0
Religion,text-to-video,0
Religion,information retrieval,1
Religion,information extraction,1
Religion,multimodal systems,0
Religion,automated writing assistance,0
Religion,text simplification,0
Religion,author profiling,0
Religion,spam detection,0
Religion,virtual agents,0
Literature,temporal processing,0
Literature,automatic summarization,0
Literature,grammatical error correction,0
Literature,machine translation,27
Literature,natural-language understanding,2
Literature,natural-language generation,1
Literature,book generation,0
Literature,document AI,0
Literature,dialogue management,0
Literature,question answering,5
Literature,text-to-image generation,0
Literature,text-to-scene generation,0
Literature,text-to-video,0
Literature,information retrieval,3
Literature,information extraction,5
Literature,multimodal systems,0
Literature,automated writing assistance,0
Literature,text simplification,0
Literature,author profiling,1
Literature,spam detection,0
Literature,virtual agents,0
Government,temporal processing,0
Government,automatic summarization,0
Government,grammatical error correction,0
Government,machine translation,42
Government,natural-language understanding,2
Government,natural-language generation,0
Government,book generation,0
Government,document AI,0
Government,dialogue management,0
Government,question answering,4
Government,text-to-image generation,0
Government,text-to-scene generation,0
Government,text-to-video,0
Government,information retrieval,2
Government,information extraction,2
Government,multimodal systems,0
Government,automated writing assistance,0
Government,text simplification,2
Government,author profiling,0
Government,spam detection,0
Government,virtual agents,0
Law,temporal processing,0
Law,automatic summarization,0
Law,grammatical error correction,0
Law,machine translation,22
Law,natural-language understanding,5
Law,natural-language generation,1
Law,book generation,0
Law,document AI,0
Law,dialogue management,0
Law,question answering,10
Law,text-to-image generation,0
Law,text-to-scene generation,0
Law,text-to-video,0
Law,information retrieval,3
Law,information extraction,3
Law,multimodal systems,0
Law,automated writing assistance,0
Law,text simplification,0
Law,author profiling,0
Law,spam detection,0
Law,virtual agents,1
Education,temporal processing,0
Education,automatic summarization,2
Education,grammatical error correction,7
Education,machine translation,45
Education,natural-language understanding,1
Education,natural-language generation,2
Education,book generation,0
Education,document AI,0
Education,dialogue management,0
Education,question answering,7
Education,text-to-image generation,0
Education,text-to-scene generation,0
Education,text-to-video,0
Education,information retrieval,7
Education,information extraction,3
Education,multimodal systems,0
Education,automated writing assistance,0
Education,text simplification,8
Education,author profiling,1
Education,spam detection,0
Education,virtual agents,4
History,temporal processing,0
History,automatic summarization,0
History,grammatical error correction,0
History,machine translation,18
History,natural-language understanding,0
History,natural-language generation,0
History,book generation,0
History,document AI,0
History,dialogue management,0
History,question answering,6
History,text-to-image generation,0
History,text-to-scene generation,0
History,text-to-video,0
History,information retrieval,5
History,information extraction,3
History,multimodal systems,0
History,automated writing assistance,0
History,text simplification,1
History,author profiling,1
History,spam detection,0
History,virtual agents,1
Philosophy,temporal processing,0
Philosophy,automatic summarization,0
Philosophy,grammatical error correction,0
Philosophy,machine translation,1
Philosophy,natural-language understanding,0
Philosophy,natural-language generation,0
Philosophy,book generation,0
Philosophy,document AI,0
Philosophy,dialogue management,0
Philosophy,question answering,1
Philosophy,text-to-image generation,0
Philosophy,text-to-scene generation,0
Philosophy,text-to-video,0
Philosophy,information retrieval,1
Philosophy,information extraction,0
Philosophy,multimodal systems,0
Philosophy,automated writing assistance,0
Philosophy,text simplification,0
Philosophy,author profiling,0
Philosophy,spam detection,0
Philosophy,virtual agents,0
Ethics,temporal processing,0
Ethics,automatic summarization,0
Ethics,grammatical error correction,0
Ethics,machine translation,4
Ethics,natural-language understanding,0
Ethics,natural-language generation,0
Ethics,book generation,0
Ethics,document AI,0
Ethics,dialogue management,0
Ethics,question answering,1
Ethics,text-to-image generation,0
Ethics,text-to-scene generation,0
Ethics,text-to-video,0
Ethics,information retrieval,0
Ethics,information extraction,0
Ethics,multimodal systems,0
Ethics,automated writing assistance,0
Ethics,text simplification,0
Ethics,author profiling,0
Ethics,spam detection,0
Ethics,virtual agents,1
Arts,temporal processing,0
Arts,automatic summarization,0
Arts,grammatical error correction,0
Arts,machine translation,23
Arts,natural-language understanding,1
Arts,natural-language generation,0
Arts,book generation,0
Arts,document AI,0
Arts,dialogue management,0
Arts,question answering,5
Arts,text-to-image generation,0
Arts,text-to-scene generation,0
Arts,text-to-video,0
Arts,information retrieval,5
Arts,information extraction,3
Arts,multimodal systems,0
Arts,automated writing assistance,0
Arts,text simplification,1
Arts,author profiling,0
Arts,spam detection,0
Arts,virtual agents,0
